CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-10558,Female,0,No,No,21,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.64,1876.89,Yes
CUST-10559,Female,0,No,No,18,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,50.16,896.11,No
CUST-10560,Female,0,Yes,No,31,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.5,570.06,No
CUST-10561,Male,0,No,Yes,60,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,100.29,5995.29,Yes
CUST-10562,Male,0,Yes,Yes,37,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.47,1043.29,No
CUST-10563,Male,0,No,No,21,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,101.37,2124.25,Yes
CUST-10564,Female,0,No,No,14,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.76,293.12,No
CUST-10565,Female,1,Yes,Yes,60,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,96.85,5807.48,No
CUST-10566,Female,0,No,Yes,23,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.81,510.61,No
CUST-10567,Female,0,Yes,No,29,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.98,795.52,No
CUST-10568,Male,0,Yes,No,47,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.0,1064.57,No
CUST-10569,Male,0,Yes,No,30,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.02,725.0,No
CUST-10570,Female,0,No,No,38,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,56.66,2161.5,No
CUST-10571,Male,0,No,No,27,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,87.16,2342.87,Yes
CUST-10572,Male,0,No,No,15,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,54.16,843.17,No
CUST-10573,Female,0,Yes,No,59,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.68,5281.71,No
CUST-10574,Male,0,No,Yes,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.57,76.75,No
CUST-10575,Female,0,No,No,10,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.15,631.64,Yes
CUST-10576,Male,0,Yes,Yes,17,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.13,1801.32,Yes
CUST-10577,Female,1,No,Yes,11,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,85.77,943.87,Yes
CUST-10578,Female,0,Yes,No,48,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,52.45,2478.53,No
CUST-10579,Female,0,No,No,5,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.38,275.87,No
CUST-10580,Female,1,Yes,No,69,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,80.25,5535.65,No
CUST-10581,Male,0,Yes,Yes,64,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.9,3628.12,No
CUST-10582,Female,0,Yes,No,14,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,87.2,1200.71,Yes
CUST-10583,Female,0,No,No,50,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,92.84,4629.19,No
CUST-10584,Female,0,Yes,No,26,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.47,1758.97,No
CUST-10585,Male,0,Yes,Yes,72,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.2,1444.39,No
CUST-10586,Female,0,No,No,69,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.87,7084.64,No
CUST-10587,Male,0,No,No,7,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),92.13,637.94,Yes
CUST-10588,Female,1,Yes,Yes,16,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.9,1149.63,Yes
CUST-10589,Male,0,Yes,No,55,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,103.44,5671.02,No
CUST-10590,Male,0,Yes,No,56,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),97.4,5442.73,Yes
CUST-10591,Female,0,Yes,Yes,4,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.95,442.13,Yes
CUST-10592,Male,0,No,Yes,48,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),96.14,4595.11,No
CUST-10593,Female,0,No,Yes,17,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,64.48,1111.4,Yes
CUST-10594,Female,1,No,No,36,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.5,646.7,Yes
CUST-10595,Female,0,Yes,Yes,70,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,91.95,6439.19,No
CUST-10596,Male,0,No,No,38,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,117.45,4484.34,No
CUST-10597,Male,0,No,No,62,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.77,1268.07,No
CUST-10598,Female,1,No,No,48,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,101.7,4865.61,Yes
CUST-10599,Female,0,No,Yes,10,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,99.92,990.18,No
CUST-10600,Male,0,No,Yes,36,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.74,2943.02,No
CUST-10601,Female,0,No,No,29,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),55.42,1604.58,No
CUST-10602,Female,1,Yes,No,4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.5,73.66,No
CUST-10603,Female,1,No,No,44,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,106.16,4681.16,Yes
CUST-10604,Male,1,No,Yes,56,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),90.12,5042.98,No
CUST-10605,Male,0,No,No,42,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.5,747.69,No
CUST-10606,Male,0,Yes,No,13,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,113.82,1505.13,Yes
CUST-10607,Female,0,No,Yes,46,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.16,4661.99,Yes
CUST-10608,Female,1,No,No,33,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.83,661.91,No
CUST-10609,Female,0,Yes,No,21,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.83,1630.74,No
CUST-10610,Male,0,Yes,Yes,57,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.31,3966.38,No
CUST-10611,Female,0,No,No,69,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),89.28,6142.15,No
CUST-10612,Female,0,No,No,70,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.85,1827.99,No
CUST-10613,Female,0,No,Yes,67,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.73,4585.54,No
CUST-10614,Female,1,Yes,No,48,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,74.7,3594.19,No
CUST-10615,Male,1,No,No,33,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),60.92,1959.13,No
CUST-10616,Male,0,Yes,No,36,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,65.63,2381.54,No
CUST-10617,Female,0,Yes,Yes,33,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,2290.42,No
CUST-10618,Male,0,Yes,No,31,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.06,769.68,No
CUST-10619,Male,0,Yes,No,21,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.47,1603.56,Yes
CUST-10620,Female,0,Yes,No,27,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,96.31,2638.04,No
CUST-10621,Female,0,Yes,Yes,72,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.87,6832.7,No
CUST-10622,Male,0,Yes,No,62,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,84.05,5231.44,No
CUST-10623,Female,1,Yes,No,26,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.78,562.55,No
CUST-10624,Male,0,Yes,No,66,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,83.3,5467.36,No
CUST-10625,Female,0,Yes,No,12,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,66.87,783.74,No
CUST-10626,Male,0,Yes,Yes,22,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.43,458.78,No
CUST-10627,Female,0,No,Yes,17,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,82.1,1453.71,No
CUST-10628,Male,0,Yes,No,7,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.26,653.66,Yes
CUST-10629,Male,0,Yes,Yes,68,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,80.94,5505.68,No
CUST-10630,Male,0,Yes,No,37,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.83,826.6,No
CUST-10631,Female,1,Yes,Yes,38,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,101.74,3870.46,No
CUST-10632,Male,0,No,No,11,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,101.81,1115.27,Yes
CUST-10633,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.5,19.66,No
CUST-10634,Female,0,No,No,25,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.15,2492.38,Yes
CUST-10635,Female,0,No,No,42,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.59,2546.18,Yes
CUST-10636,Male,0,No,Yes,52,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,98.88,5148.94,No
CUST-10637,Male,0,Yes,No,24,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.68,2054.98,No
CUST-10638,Female,0,Yes,Yes,53,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.59,4420.7,Yes
CUST-10639,Female,1,Yes,No,56,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),65.94,3681.98,No
CUST-10640,Female,0,Yes,No,63,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.91,5028.75,Yes
CUST-10641,Female,0,No,No,8,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.12,763.12,No
CUST-10642,Female,0,No,No,59,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.15,1474.05,No
CUST-10643,Male,0,Yes,No,45,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,84.29,3803.5,Yes
CUST-10644,Female,0,No,No,27,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,518.06,No
CUST-10645,Male,0,No,No,52,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),86.71,4513.03,No
CUST-10646,Male,0,Yes,No,18,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.02,361.75,No
CUST-10647,Male,0,Yes,Yes,16,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.97,1186.84,No
CUST-10648,Female,0,Yes,No,66,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),93.85,6192.53,No
CUST-10649,Male,0,Yes,No,5,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.92,507.52,Yes
CUST-10650,Male,0,Yes,Yes,3,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,67.69,207.17,No
CUST-10651,Female,0,Yes,Yes,70,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,6708.79,No
CUST-10652,Male,0,Yes,Yes,7,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,129.83,No
CUST-10653,Male,0,Yes,No,50,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.55,5237.3,No
CUST-10654,Female,0,No,Yes,14,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.62,259.23,No
CUST-10655,Male,0,No,Yes,38,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.7,3048.26,No
CUST-10656,Male,1,No,Yes,47,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.72,4642.24,No
CUST-10657,Male,0,Yes,No,33,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,82.9,2721.65,Yes
CUST-10658,Female,0,Yes,No,43,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),81.84,3524.49,No
CUST-10659,Female,0,No,No,29,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),76.22,2238.5,No
CUST-10660,Female,0,Yes,No,57,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),99.68,5662.45,No
CUST-10661,Male,1,Yes,No,5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.5,74.46,No
CUST-10662,Male,1,No,Yes,60,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.58,6062.07,No
CUST-10663,Female,0,No,Yes,70,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,63.59,4433.29,No
CUST-10664,Male,0,Yes,Yes,2,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),72.12,125.01,No
CUST-10665,Male,0,Yes,Yes,70,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.5,1290.92,No
CUST-10666,Female,1,Yes,No,43,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.03,4001.12,No
CUST-10667,Female,0,Yes,No,4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.5,45.81,No
CUST-10668,Male,0,Yes,No,56,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,85.42,4789.75,No
CUST-10669,Male,0,Yes,No,59,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.96,4132.58,No
CUST-10670,Male,0,Yes,No,9,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),93.13,842.66,Yes
CUST-10671,Female,0,No,Yes,3,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.53,245.0,Yes
CUST-10672,Female,0,No,Yes,48,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,99.02,4791.36,No
CUST-10673,Female,0,No,No,43,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,96.19,4148.76,No
CUST-10674,Female,0,Yes,No,1,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.42,99.42,Yes
CUST-10675,Male,0,Yes,Yes,57,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.74,1093.25,No
CUST-10676,Female,0,Yes,No,53,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,69.86,3686.36,No
CUST-10677,Female,0,Yes,No,16,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),115.26,1845.92,Yes
CUST-10678,Female,0,Yes,No,51,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,67.97,3495.33,No
CUST-10679,Female,0,No,No,55,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,66.41,3638.98,No
CUST-10680,Female,0,No,No,1,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.12,83.12,Yes
CUST-10681,Male,0,No,Yes,28,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.22,2475.9,No
CUST-10682,Male,0,Yes,No,53,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),88.77,4695.38,No
CUST-10683,Female,0,No,Yes,58,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.01,5048.73,No
CUST-10684,Male,0,Yes,No,60,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),82.41,4941.29,No
CUST-10685,Female,0,Yes,No,59,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,78.14,4604.82,No
CUST-10686,Female,0,Yes,No,22,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.68,1707.44,Yes
CUST-10687,Male,0,No,No,8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.27,197.91,No
CUST-10688,Male,0,No,No,49,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),93.3,4575.97,No
CUST-10689,Female,0,Yes,No,42,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.17,930.03,No
CUST-10690,Female,0,No,No,27,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.55,1872.76,No
CUST-10691,Female,0,No,No,39,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),67.4,2645.85,No
CUST-10692,Male,0,Yes,No,25,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),93.02,2305.99,No
CUST-10693,Female,0,Yes,Yes,38,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),67.17,2547.85,No
CUST-10694,Female,0,Yes,No,24,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,94.45,2265.68,Yes
CUST-10695,Female,0,No,No,24,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),104.95,2523.29,Yes
CUST-10696,Male,0,Yes,Yes,60,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,76.18,4562.56,No
CUST-10697,Female,0,No,Yes,50,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),98.59,4937.8,Yes
CUST-10698,Female,0,Yes,No,66,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),77.33,5111.36,No
CUST-10699,Male,0,No,Yes,14,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.06,1018.49,No
CUST-10700,Female,0,Yes,No,53,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),92.86,4905.76,No
CUST-10701,Female,0,No,No,32,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.5,595.4,No
CUST-10702,Male,0,No,No,48,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),96.5,4661.25,Yes
CUST-10703,Female,0,No,Yes,39,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),94.09,3689.51,No
CUST-10704,Male,1,No,No,40,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.48,3367.83,Yes
CUST-10705,Male,1,Yes,No,42,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,88.54,3702.57,Yes
CUST-10706,Female,0,No,No,8,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,100.77,798.54,Yes
CUST-10707,Female,0,Yes,No,26,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),54.78,1454.96,No
CUST-10708,Female,0,Yes,No,12,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),92.05,1104.27,Yes
CUST-10709,Female,0,No,No,43,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,109.08,4694.07,No
CUST-10710,Male,0,Yes,No,51,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.75,5019.74,No
CUST-10711,Female,0,Yes,No,63,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.76,4899.34,No
CUST-10712,Male,0,No,No,49,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.45,4744.66,No
CUST-10713,Female,0,Yes,No,27,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.85,535.21,No
CUST-10714,Female,0,No,Yes,9,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,84.32,760.47,No
CUST-10715,Female,0,Yes,Yes,39,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.33,3293.47,No
CUST-10716,Male,0,Yes,No,65,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,81.18,5268.33,Yes
CUST-10717,Female,0,Yes,No,71,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,63.38,4506.33,No
CUST-10718,Female,0,No,No,71,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.5,1287.65,No
CUST-10719,Female,0,No,No,7,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,94.19,652.37,Yes
CUST-10720,Female,0,No,Yes,72,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,95.43,6858.17,No
CUST-10721,Male,0,No,No,67,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.19,5504.98,No
CUST-10722,Female,0,Yes,Yes,10,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,59.41,588.0,No
CUST-10723,Male,0,Yes,No,71,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.41,1494.41,No
CUST-10724,Male,0,No,No,53,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,89.31,4714.36,Yes
CUST-10725,Male,1,Yes,No,57,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.17,5595.59,Yes
CUST-10726,Male,0,Yes,No,27,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.44,1795.63,No
CUST-10727,Male,0,Yes,No,54,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,86.62,4689.7,No
CUST-10728,Male,1,No,No,4,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.74,254.17,No
CUST-10729,Female,1,No,Yes,23,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,84.31,1955.44,Yes
CUST-10730,Male,0,Yes,Yes,48,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.14,4243.33,No
CUST-10731,Male,0,Yes,No,42,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.07,2752.86,No
CUST-10732,Male,0,No,No,3,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.51,219.55,No
CUST-10733,Female,0,No,No,3,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),83.34,251.95,No
CUST-10734,Female,0,Yes,No,28,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.5,508.41,No
CUST-10735,Male,0,No,No,63,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.12,6353.04,No
CUST-10736,Female,0,Yes,No,31,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,70.31,2201.99,Yes
CUST-10737,Male,0,Yes,No,10,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.59,738.28,Yes
CUST-10738,Male,0,No,Yes,49,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.75,1165.35,No
CUST-10739,Female,0,No,Yes,21,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),83.39,1739.39,No
CUST-10740,Male,0,Yes,No,53,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.3,4679.69,No
CUST-10741,Female,0,No,Yes,54,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,87.9,4731.9,No
CUST-10742,Female,0,No,Yes,57,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,73.23,4161.61,No
CUST-10743,Male,0,No,Yes,20,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.66,408.06,No
CUST-10744,Male,0,No,No,49,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),77.23,3786.76,Yes
CUST-10745,Female,0,No,No,7,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,88.96,676.84,No
CUST-10746,Male,1,Yes,No,29,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),116.9,3376.66,Yes
CUST-10747,Male,0,Yes,No,48,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,80.65,3888.11,No
